"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2023.MMP0060,2023.MMP0060,Mediterranean,"Wed, 01/18/2023 - 12:00",2023,January,,15,15,,,,,"Northern Africa",Drowning,Mixed,"Unspecified location in the Western Med - departure from Oran, Algeria on 14 Jan","Francisco Jose Clemente Martin, CIPIMD","35.89506424, -0.691693","Western Mediterranean",https://www.facebook.com/frascue1/posts/pfbid06PmMRLk9qAVCuKjyo3iwKeVPNRQpADmhmTgd2WLydDSHHWiwocimxWMAwGbrskLYl,Uncategorized,4
2023.MMP0061,2023.MMP0061,Mediterranean,"Wed, 02/01/2023 - 12:00",2023,February,2,,2,13,,,,"Northern Africa",Drowning,Morocco,"Off Castillo de Macenas, Mojácar, Almería, Spain","Francisco Jose Clemente Martin, CIPIMD, Europa Press","37.08098295, -1.831198","Western Mediterranean","https://fb.watch/ixQ_vmzT_x/, https://archive.vn/NDqLl",Uncategorized,4
2023.MMP0062,2023.MMP0062,Mediterranean,"Tue, 02/07/2023 - 12:00",2023,February,3,,3,39,,,,Unknown,Drowning,Unknown,"Off Proboscis East of Lesvos, Greece","HCG via IOM Greece","39.26251369, 26.469931","Eastern Mediterranean",https://archive.vn/GCKrF,Uncategorized,5
2023.MMP0063,2023.MMP0063,"Eastern Africa","Tue, 01/10/2023 - 12:00",2023,January,1,,1,,,1,,"Eastern Africa","Sickness / lack of access to adequate healthcare",Ethiopia,"Central medical Hospitalier, Obock, Djibouti","IOM Djibouti","11.96771443, 43.287182","Horn of Africa to Yemen crossing",,"Eastern Africa",4
2023.MMP0064,2023.MMP0064,Mediterranean,"Mon, 02/06/2023 - 12:00",2023,February,1,,1,,,1,,Unknown,Drowning,Unknown,"Remains washed ashore at Ad Dafiniyah, Misrata, Libya","LRC via IOM Libya","32.43709571, 14.83608","Central Mediterranean",,Uncategorized,4
2023.MMP0066,2023.MMP006676,"Northern Africa","Tue, 01/03/2023 - 12:00",2023,January,1,,1,,,,1,"Sub-Saharan Africa (P)",Drowning,Unknown,"Remains washed ashore at Playa El Burro, La Oliva, Fuerteventura, Canary Islands, Spain","Txema Santana, EFE via Cope, La Provincia","28.68777839, -13.831747","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/7zZe3, https://archive.vn/uQ11L, https://archive.vn/MULK0",Uncategorized,4
2023.MMP0066,2023.MMP006677,"Northern Africa","Wed, 01/04/2023 - 12:00",2023,January,1,,1,,,,1,"Sub-Saharan Africa (P)",Drowning,Unknown,"Remains washed ashore at El Matorral, between Antigua and Puerto del Rosario, Fuerteventura, Canary Islands, Spain","Txema Santana, EFE via Cope, La Provincia","28.42944826, -13.860643","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/7zZe3, https://archive.vn/uQ11L, https://archive.vn/MULK0",Uncategorized,4
2023.MMP0067,2023.MMP006778,"Northern Africa","Tue, 02/07/2023 - 12:00",2023,February,1,,1,42,,,,"Sub-Saharan Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"37 KM east of Arrecife, Lanzarote, Canary Islands, Spain - departure from Tan Tan, Morocco - disemembarkation at Arrecife","112 Canarias, Txema Santana, EFE","28.91643447, -13.16626","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/2g2er, https://archive.vn/S1dnY, https://archive.vn/BM3yd",Uncategorized,5
2023.MMP0067,2023.MMP006779,"Northern Africa","Tue, 02/07/2023 - 12:00",2023,February,,7,7,,,,1,"Sub-Saharan Africa (P)",Drowning,Unknown,"37 KM east of Arrecife, Lanzarote, Canary Islands, Spain - departure from Tan Tan, Morocco - disemembarkation at Arrecife","112 Canarias, Txema Santana, EFE","28.91643447, -13.16626","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/2g2er, https://archive.vn/S1dnY, https://archive.vn/BM3yd",Uncategorized,5
2023.MMP0068,2023.MMP0068,"South America","Fri, 01/06/2023 - 12:00",2023,January,2,,2,,,2,,Caribbean,"Harsh environmental conditions / lack of adequate shelter, food, water","Dominican Republic","El Dorado International Airport, Bogotá, Colombia","MIREX República Dominicana, Listín Díario","4.694080737, -74.13429",,"https://archive.ph/VbJrC, https://archive.ph/f7UwV, https://archive.ph/pOAHw","South America",5
2023.MMP0069,2023.MMP0069,"Central America","Wed, 02/01/2023 - 12:00",2023,February,1,,1,,,1,,"South America",Drowning,Ecuador,"Rio Bravo near Puente Internacional 1(Eagle Pass International Bridge Sistem), Piedras Negras, Coahuila de Zaragoza, Mexico","INM,NTN24, El Mañana","28.70532865, -100.51239","US-Mexico border crossing","https://archive.ph/YLQlY, https://archive.ph/LvYhj, https://archive.ph/nXXTl","Central America",5
2023.MMP0070,2023.MMP0070,"Central America","Thu, 02/02/2023 - 12:00",2023,February,1,,1,,,1,,Caribbean,Violence,Cuba,"Near the border line in Tijuana, Baja Califronia, Mexico","Telemundo 51,Directorio Cubano,ADN America","32.54076098, -117.036753","US-Mexico border crossing","https://archive.ph/J63f4, https://archive.ph/2SXsy, https://archive.ph/NBiiH","Central America",3
2023.MMP0071,2023.MMP0071,"South America","Wed, 01/18/2023 - 12:00",2023,January,4,,4,,,,,Caribbean,"Harsh environmental conditions / lack of adequate shelter, food, water",Haiti,"Desaguadero (Transborder area with Bolivia), Perú","UNHCR, OIM, Infobae, Que pasa, RPP Noticias, Eje Central","-16.56502543, -69.038051",,"https://archive.ph/WlmO6, https://archive.ph/ZtlRb, https://archive.ph/1yFSz, https://archive.ph/RRZHY, https://archive.ph/Ibjxn","South America",5
2023.MMP0072,2023.MMP0072,"North America","Mon, 01/30/2023 - 12:00",2023,January,1,,1,7,,1,,"Central America",Violence,Mexico,"100 Willow Cross Cir, Nogales, Santa Cruz County, Arizona, United States of America","The San Diego Union Tribune, Daily Mail, El Heraldo","31.35030942, -110.802727","US-Mexico border crossing","https://archive.ph/jbbnR, https://archive.ph/eCuNB, https://archive.ph/w2vBe","Northern America",3
2023.MMP0073,2023.MMP0073,Europe,"Sun, 02/12/2023 - 12:00",2023,February,2,,2,,,2,,Unknown,"Mixed or unknown",Unknown,"Bodies found at Gorjna Bebrina, Brod/Posavina County, Croatia","Ministry of Interior Police directorate Brod-Posavina County","45.105328, 18.091913","Western Balkans",https://archive.ph/S5yK1,"Southern Europe",5
2023.MMP0074,2023.MMP0074,"Northern Africa","Sun, 02/12/2023 - 12:00",2023,February,,6,6,23,2,4,,"Sub-Saharan Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Off La Gomera, Canary Islands, Spain - presumed departure from North of Dakhla - disembarkation at Los Cristianos, Tenerife","Txema Santana, Alarm Phone, EFE","28.01316481, -16.950351","Western Africa / Atlantic route to the Canary Islands","https://archive.vn/PvFLf, https://archive.vn/XpKYO, https://archive.vn/f4WQL",Uncategorized,4
2023.MMP0075,2023.MMP007587,"Central America","Tue, 02/07/2023 - 12:00",2023,February,9,,9,,1,7,,"Central America","Vehicle accident / death linked to hazardous transport",Guatemala,"Kilometer 30 of the highway from Pesquería to Los Ramones by an irrigation canal, Pesqueria, Nuevo Leon, Mexico","AP via Miami Herald, El Pais, Politica Expansion, Fundación para la Justicia","25.77613656, -100.052837","US-Mexico border crossing","https://archive.vn/Rlr6C, https://archive.vn/2y0rj, https://archive.vn/Rx6KD, https://archive.ph/UlcZt","Central America",4
2023.MMP0075,2023.MMP007588,"Central America","Tue, 02/07/2023 - 12:00",2023,February,1,,1,,,,1,"Central America","Vehicle accident / death linked to hazardous transport",Honduras,"Kilometer 30 of the highway from Pesquería to Los Ramones by an irrigation canal, Pesqueria, Nuevo Leon, Mexico","AP via Miami Herald, El Pais, Politica Expansion","25.77613656, -100.052837","US-Mexico border crossing","https://archive.vn/Rlr6C, https://archive.vn/2y0rj, https://archive.vn/Rx6KD, https://archive.ph/UlcZt","Central America",4
2023.MMP0075,2023.MMP007589,"Central America","Tue, 02/07/2023 - 12:00",2023,February,4,,4,,1,3,,"Central America (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Kilometer 30 of the highway from Pesquería to Los Ramones by an irrigation canal, Pesqueria, Nuevo Leon, Mexico","AP via Miami Herald, El Pais, Politica Expansion","25.77613656, -100.052837","US-Mexico border crossing","https://archive.vn/Rlr6C, https://archive.vn/2y0rj, https://archive.vn/Rx6KD, https://archive.ph/UlcZt","Central America",4
2023.MMP0076,2023.MMP0076,Europe,"Fri, 02/10/2023 - 12:00",2023,February,1,,1,,,1,,"Western Asia","Harsh environmental conditions / lack of adequate shelter, food, water",Yemen,"Remains found in Pruzhany near the Polish border, Belarus","Belarus Border Committee, Belta","52.67119103, 23.880769","Belarus-EU border","https://archive.vn/nRg6e, https://archive.vn/32HS3","Eastern Europe",5
2023.MMP0077,2023.MMP0077,"Northern Africa","Wed, 02/08/2023 - 12:00",2023,February,2,,2,1,,2,,"Western Africa",Violence,Mauritania,"Uspecified location on Algerian territory bordering Tiris Yemmour near Chegga, Mauritania","EFE Africa, Sahara Media, Anbaa","25.75981534, -5.828967",,"https://archive.vn/hxL5S, https://archive.vn/gcn0P, https://archive.vn/Zh1CO","Northern Africa",3
2023.MMP0078,2023.MMP007892,Mediterranean,"Mon, 02/13/2023 - 12:00",2023,February,1,,1,,,1,,Unknown,Drowning,Unknown,"Remains recovered from El Ogla beach near Zarzis, Medenine governorate, Tunisia","Shems FM","33.56542915, 11.102139","Central Mediterranean",https://archive.vn/LPebT,Uncategorized,1
2023.MMP0078,2023.MMP007893,Mediterranean,"Mon, 02/13/2023 - 12:00",2023,February,1,,1,,,,1,Unknown,Drowning,Unknown,"Remains recovered from Sonia beach near Zarzis, Medenine governorate, Tunisia","Shems FM","33.52111406, 11.11552","Central Mediterranean",https://archive.vn/LPebT,Uncategorized,1
2023.MMP0078,2023.MMP007894,Mediterranean,"Mon, 02/13/2023 - 12:00",2023,February,1,,1,,,1,,Unknown,Drowning,Unknown,"Remains recovered from Hassi El Jerbi beach near Zarzis, Medenine governorate, Tunisia Tunisia","Shems FM","33.61593738, 11.052897","Central Mediterranean",https://archive.vn/gFREI,Uncategorized,1
2023.MMP0078,2023.MMP007895,Mediterranean,"Tue, 02/14/2023 - 12:00",2023,February,1,,1,,,,,Unknown,Drowning,Unknown,"Remains recovered from the coast of Zarzis, Tunisia","Shems FM","33.52914478, 11.114428","Central Mediterranean",https://archive.vn/D5oe3,Uncategorized,1
2023.MMP0079,2023.MMP0079,Mediterranean,"Tue, 02/14/2023 - 12:00",2023,February,20,53,73,7,1,15,,Unknown,Drowning,Unknown,"Boat capsized East of Qasr Al-Akhyar, Libya - remains washed ashore in Qasr Al-Akhyar","IOM Libya","32.78104669, 13.90542","Central Mediterranean",https://archive.vn/s0qFh,Uncategorized,4
2023.MMP0080,2023.MMP0080102,Mediterranean,"Fri, 02/03/2023 - 12:00",2023,February,2,,2,106,1,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"On board a boat at unspecified location in the Central Med rescued by Sea-Eye-4 - disembarkation at Naples, Italy","IOM Italy, SOS Mediterranee, Sea-Eye, Belfast News","40.84678664, 14.259993","Central Mediterranean","https://archive.vn/UYeOn, https://archive.vn/6tho6, https://archive.vn/tQ2wl",Uncategorized,4
2023.MMP0080,2023.MMP0080103,Mediterranean,"Mon, 02/06/2023 - 12:00",2023,February,1,,1,,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"In a hospital in Sicily, Italy after medical evacuation by helicopter - second rescue by Sea-Eye-4","IOM Italy, SOS Mediterranee, Sea-Eye, Belfast News","37.32956055, 13.815574","Central Mediterranean","https://archive.vn/UYeOn, https://archive.vn/6tho6, https://archive.vn/tQ2wl",Uncategorized,4
2023.MMP0081,2023.MMP0081,Europe,"Sun, 02/12/2023 - 12:00",2023,February,1,,1,,1,,,"Eastern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Ethiopia,"Białowieża forest near Hajnówka, Poland","IOM Poland, ERCE, InfoMigrants","52.71974679, 23.734762","Belarus-EU border","https://archive.vn/Tqhoo, https://archive.vn/YmmIJ","Eastern Europe",4
2023.MMP0082,2023.MMP0082,"Central America","Tue, 02/07/2023 - 12:00",2023,February,1,,1,,,1,,"Latin America / Caribbean (P)",Violence,Unknown,"Railroad tracks near Trinity Rail, Sabinas, Coahuila de Zaragoza, Mexico","Zócalo, Super Channel 12","27.82570424, -101.146539","US-Mexico border crossing","https://archive.ph/E7KpP, https://archive.ph/UayZn","Central America",3
2023.MMP0083,2023.MMP0083,"South America","Wed, 01/18/2023 - 12:00",2023,January,1,,1,,,1,,Caribbean,"Harsh environmental conditions / lack of adequate shelter, food, water",Haiti,"Near town of Juli, Perú","24 Horas","-16.30183564, -69.525967",,https://archive.ph/IT5AJ,"South America",1
2023.MMP0084,2023.MMP0084,"Central America","Sun, 02/12/2023 - 12:00",2023,February,2,,2,1,,2,,"Central America",Violence,Mexico,"Nido de las Aguilas, Tijuana, Baja California, Mexico","Excelsior México, Contravia","32.55481504, -116.882961","US-Mexico border crossing","https://archive.ph/5KBC3, https://archive.ph/o7XYf","Central America",3
2023.MMP0085,2023.MMP0085,"Central America","Wed, 02/15/2023 - 12:00",2023,February,41,,41,,,,,Mixed,"Vehicle accident / death linked to hazardous transport",Mixed,"Near IOM Migratory Reception Station entrance in Los Planes Gualaca, Chiriqui Province, Panama - on route from Darien, Panama to Costa Rica","President of Panama, Migracion Panama, Ministerio de Seguridad Publica de Panamá, Bruno Rodriguez Cuban Foreign Minister, Ministry of Foreign Affairs of Colombia and Ministry of Foreign Affairs of Ecuador, La Estrella de Panama, MSF","8.629331918, -82.212608",,"https://archive.ph/rzLUL, https://archive.ph/ZaoFQ, https://archive.ph/RfCmz, https://archive.ph/tbmlJ, https://archive.ph/IWGWn, https://archive.ph/7xmk2, https://archive.ph/u5mI0","Central America",5
2023.MMP0086,2023.MMP0086,Mediterranean,"Mon, 02/13/2023 - 12:00",2023,February,4,7,11,2,,2,,"Northern Africa",Drowning,Tunisia,"Off Al Houichette, Bizerte, Tunisia","Assabah News, Elhiwar Ettounsi, Al Chourouk","37.2941547, 9.575969","Central Mediterranean","https://archive.vn/6uBqT, https://archive.vn/3mCoO, https://archive.vn/9bnAZ",Uncategorized,3
2023.MMP0087,2023.MMP0087,Europe,"Fri, 02/17/2023 - 12:00",2023,February,18,,18,34,,,1,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Abandoned truck on highway near Lokorsko, Bulgaria","Bulgarian Ministry of the Interior, IOM Bulgaria","42.78503234, 23.44497954","Western Balkans",https://archive.ph/yq5V3,"Eastern Europe",5
2023.MMP0088,2023.MMP0088,"North America","Fri, 02/03/2023 - 12:00",2023,February,1,,1,,,1,,"Central America","Accidental death",Mexico,"North side of secondary border barrier 2.5 miles east of San Ysidro Port of Entry, San Diego county, California","United States Customs and Border Protection","32.54687727, -116.9824003","US-Mexico border crossing",https://archive.ph/O2nHR,"Northern America",5
2023.MMP0089,2023.MMP0089113,"Central America","Sun, 02/19/2023 - 12:00",2023,February,14,,14,28,,,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"KM 88 of highway between Oaxaca and Cuacnopalan, Puebla, Mexico","Telemundo52, Noroeste, Reuters","18.73222725, -97.47516935",,"https://archive.ph/x4unE, https://archive.ph/1lXyv, https://archive.ph/K6vpM","Central America",3
2023.MMP0089,2023.MMP0089114,"Central America","Sun, 02/19/2023 - 12:00",2023,February,1,,1,,,1,,"South America","Vehicle accident / death linked to hazardous transport",Colombia,"KM 88 of highway between Oaxaca and Cuacnopalan, Puebla, Mexico","Telemundo52, Noroeste, Reuters, Colombian Ministry of Foreign Affairs","18.73222725, -97.47516935",,"https://archive.ph/x4unE, https://archive.ph/1lXyv, https://archive.ph/K6vpM, https://archive.ph/5A9O4","Central America",5
2023.MMP0090,2023.MMP0090,Europe,"Sat, 02/18/2023 - 12:00",2023,February,1,,1,,1,,,"Western Africa",Violence,Nigeria,"Unspecified location in Belarus near border with Lithuania","Belarussian Border Committee, IOM Belarus","54.84912465, 25.7893894","Belarus-EU border",https://archive.ph/D0GJT,"Eastern Europe",5
2023.MMP0091,2023.MMP0091,Mediterranean,"Sun, 02/19/2023 - 12:00",2023,February,1,,1,45,1,,1,"Western Africa","Mixed or unknown",Guinea,"Remains found by Italian authorities on boat with 45 survivors. Boat departed from Sfax, Tunisia.","IOM Italy, Infomigrants","35.34399785, 12.18455545","Central Mediterranean",https://archive.ph/BuL6C,Uncategorized,4
2023.MMP0092,2023.MMP0092,Europe,"Sun, 02/12/2023 - 12:00",2023,February,2,,2,,1,1,,Unknown,Drowning,Unknown,"Remains recovered from Swislocz river near Ozierany, Poland","IOM Poland, Grupa Granica, Wyborcza","53.20755259, 23.85851448","Belarus-EU border","https://archive.ph/eyanI, https://archive.ph/phvy0","Eastern Europe",5
2023.MMP0093,2023.MMP0093,Europe,"Sun, 02/12/2023 - 12:00",2023,February,1,,1,,,1,,Unknown,"Mixed or unknown",Unknown,"Skeletal remains found by volunteers near Czerlonka in the Bialowieza Forest, Poland","IOM Poland, Grupa Granica, Wyborcza","52.69098745, 23.73206356","Belarus-EU border","https://archive.ph/eyanI, https://archive.ph/phvy0","Eastern Europe",5
2023.MMP0094,2023.MMP0094,Mediterranean,"Wed, 02/22/2023 - 12:00",2023,February,28,1,29,8,,,,"Southern Asia (P)",Drowning,Unknown,"Shat-Albadien - Ar Raqtah, 105KM South of Benghazi, Libya","Al-Aberien Foundation via IOM Libya","31.19405069, 20.167656","Central Mediterranean",,Uncategorized,4
2023.MMP0095,2023.MMP0095,Mediterranean,"Thu, 02/23/2023 - 12:00",2023,February,,4,4,18,,,,Unknown,Drowning,Unknown,"Off Samiopoula, South of Samos, Greece","HCG via IOM Greece","37.62908452, 26.793829","Eastern Mediterranean",https://archive.vn/iJyHI,Uncategorized,5
2023.MMP0096,2023.MMP0096,"Northern Africa","Sun, 02/26/2023 - 12:00",2023,February,1,,1,,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"35 KM East of Kufra, Libya","Ambulance and Emergency Services Kufra via IOM Libya","23.8578024, 23.342171",,,"Northern Africa",5
2023.MMP0097,2023.MMP0097125,Mediterranean,"Sun, 02/26/2023 - 12:00",2023,February,1,,1,,,1,,"Western Asia",Drowning,"State of Palestine","Around 150m off Steccato di Cutro, Crotone, Calabria, Italy - embarked from Izmir, Türkiye on 22 feb","Palestinian MoFA","38.93008746, 16.920575","Central Mediterranean",https://www.facebook.com/photo/?fbid=577586241070329&set=a.294582616037361,Uncategorized,5
2023.MMP0097,2023.MMP0097126,Mediterranean,"Sun, 02/26/2023 - 12:00",2023,February,,2,2,,2,,,"Northern Africa",Drowning,Tunisia,"Around 150m off Steccato di Cutro, Crotone, Calabria, Italy - embarked from Izmir, Türkiye on 22 feb","Al Araby via Majdi Karbai, Italy 24 Deutsch","38.93008746, 16.920575","Central Mediterranean","https://archive.vn/Eew5u, https://archive.vn/HR9cd",Uncategorized,3
2023.MMP0097,2023.MMP0097127,Mediterranean,"Sun, 02/26/2023 - 12:00",2023,February,2,2,4,,1,,,"Southern Asia",Drowning,Pakistan,"Around 150m off Steccato di Cutro, Crotone, Calabria, Italy - embarked from Izmir, Türkiye on 22 feb","IOM Italy, UNHCR, MSF, Reuters, Al Jazeera, Pakistan MOFA","38.93008746, 16.920575","Central Mediterranean","https://archive.vn/X6n4Z, https://archive.vn/dA8l3, https://archive.vn/mCDgZ, https://archive.ph/E5SWB, https://archive.ph/0iIcZ, https://archive.ph/NJe8t",Uncategorized,5
