Reported Date,Total Dead and Missing,Location Coordinates
"December 20, 2016",1,"31.965203600000, -113.011894500000"
"December 20, 2016",1,"31.965203600000, -113.011894500000"
"December 19, 2016",5,"39.337116500000, 26.702316500000"
"December 19, 2016",1,"21.124687400000, 92.192842800000"
"December 19, 2016",2,"14.031672200000, 35.341772300000"
"December 19, 2016",5,"21.918449700000, 30.978598200000"
"December 19, 2016",1,"17.183783300000, 34.610394700000"
"December 19, 2016",4,"22.325966400000, 25.823706800000"
"December 19, 2016",3,"17.692227100000, 33.976249200000"
"December 19, 2016",1,"23.285107000000, 31.520455700000"
"December 19, 2016",4,"-9.310322700000, 32.752266000000"
"December 19, 2016",5,"19.462140200000, 33.036357200000"
"December 19, 2016",1,"23.459686000000, 30.665449400000"
"December 19, 2016",1,"17.183783300000, 34.610394700000"
"December 19, 2016",2,"21.769029000000, 31.418418900000"
"December 19, 2016",2,"12.556153900000, 37.413339500000"
"December 19, 2016",1,"31.965203600000, -113.011894500000"
"December 19, 2016",1,"31.965203600000, -113.011894500000"
"December 19, 2016",2,"14.031672200000, 35.341772300000"
"December 19, 2016",3,"15.501534100000, 32.502556100000"
"December 19, 2016",1,"21.795002900000, 31.323726100000"
"December 18, 2016",20,"32.398718500000, 11.703661000000"
"December 18, 2016",1,"8.406657900000, 48.471357700000"
"December 17, 2016",1,"23.973811600000, -82.292370700000"
"December 17, 2016",1,"23.681234400000, 29.814199400000"
"December 17, 2016",1,"9.557510200000, 41.811330600000"
"December 17, 2016",1,"19.216047000000, 32.992287700000"
"December 16, 2016",5,"23.609335100000, 31.068836800000"
"December 16, 2016",1,"19.525259500000, 33.297328800000"
"December 16, 2016",2,"21.918449700000, 30.978598200000"
"December 16, 2016",1,"3.935114700000, 41.837175200000"
"December 16, 2016",1,"31.965203600000, -113.011894500000"
"December 16, 2016",1,"31.965203600000, -113.011894500000"
"December 15, 2016",18,"20.964922300000, 92.213979900000"
"December 15, 2016",1,"15.160691300000, 36.674504900000"
"December 15, 2016",1,"9.352104400000, 42.777371200000"
"December 14, 2016",2,"14.862978200000, -92.459060800000"
"December 14, 2016",20,"36.756978000000, 11.992879400000"
"December 14, 2016",1,"10.432537300000, 44.994641500000"
"December 14, 2016",1,"17.183783300000, 34.610394700000"
"December 14, 2016",1,"15.501534100000, 32.502556100000"
"December 14, 2016",2,"15.501534100000, 32.502556100000"
"December 14, 2016",2,"18.270105700000, 33.103923700000"
"December 14, 2016",1,"31.965203600000, -113.011894500000"
"December 14, 2016",1,"31.965203600000, -113.011894500000"
"December 13, 2016",2,"32.786147400000, 12.695773100000"
"December 13, 2016",3,"32.727987400000, 15.068537300000"
"December 13, 2016",87,"32.761023100000, 12.699894300000"
"December 11, 2016",6,"34.180460400000, 15.864573500000"
"December 11, 2016",15,"32.816624900000, 13.342539900000"
"December 11, 2016",1,"15.087491900000, 36.502373500000"
"December 10, 2016",1,"15.354019700000, -93.462977400000"
"December 10, 2016",8,"32.816624900000, 13.342539900000"
"December 10, 2016",1,"15.455814400000, 36.378757100000"
"December 09, 2016",1,"33.507917400000, 11.117421700000"
"December 09, 2016",2,"33.208609900000, 11.213254400000"
"December 08, 2016",1,"18.856444300000, -97.105878100000"
"December 08, 2016",10,"32.816624900000, 13.342539900000"
"December 08, 2016",1,"31.965203600000, -113.011894500000"
"December 08, 2016",1,"12.588165200000, 33.152276400000"
"December 08, 2016",1,"16.679729400000, 33.429765500000"
"December 08, 2016",2,"19.615387300000, 33.265879800000"
"December 08, 2016",6,"21.966063700000, 28.394940300000"
"December 07, 2016",2,"34.180460400000, 15.864573500000"
"December 07, 2016",1,"25.546328400000, -103.442644200000"
"December 07, 2016",7,"35.252860800000, -3.957889200000"
"December 07, 2016",20,"12.609592800000, 53.601065500000"
"December 07, 2016",1,"31.965203600000, -113.011894500000"
"December 06, 2016",5,"32.816624900000, 13.342539900000"
"December 05, 2016",30,"20.964922300000, 92.213979900000"
"December 05, 2016",11,"32.955844000000, 13.227944400000"
"December 05, 2016",4,"36.703853400000, 38.781604000000"
"December 05, 2016",3,"36.225389900000, 36.502112000000"
"December 04, 2016",2,"34.180460400000, 15.864573500000"
"December 04, 2016",20,"34.180460400000, 15.864573500000"
"December 04, 2016",4,"34.180460400000, 15.864573500000"
"December 04, 2016",4,"14.785213500000, 42.930471600000"
"December 03, 2016",2,"47.489249500000, 12.047001700000"
"December 03, 2016",5,"23.459686000000, 30.665449400000"
"November 30, 2016",1,"21.751643800000, 92.604100500000"
"November 30, 2016",1,"22.164577900000, -100.970343700000"
"November 30, 2016",1,"-26.133210200000, 28.231354500000"
"November 30, 2016",1,"20.964922300000, 92.213979900000"
"November 30, 2016",1,"16.495043000000, -95.135752500000"
"November 30, 2016",15,"21.663450325114, 24.394882093750"
"November 29, 2016",1,"18.537587800000, -96.607505100000"
"November 29, 2016",1,"31.965203600000, -113.011894500000"
"November 27, 2016",1,"31.965203600000, -113.011894500000"
"November 27, 2016",1,"-0.354097600000, 42.527818400000"
"November 27, 2016",1,"3.793382300000, 42.531595000000"
"November 26, 2016",8,"34.089237900000, 13.438092000000"
"November 25, 2016",1,"35.891802400000, -5.333986200000"
"November 24, 2016",1,"16.745985700000, -93.199610100000"
"November 23, 2016",1,"43.159215000000, 23.338148800000"
"November 23, 2016",28,"36.481138100000, 12.407658900000"
"November 23, 2016",1,"45.040846000000, 19.228587700000"
"November 23, 2016",1,"31.965203600000, -113.011894500000"
"November 23, 2016",1,"31.965203600000, -113.011894500000"
"November 22, 2016",7,"34.253371600000, 14.498815300000"
"November 22, 2016",1,"32.770354400000, 12.376176000000"
"November 21, 2016",1,"44.819432000000, 20.394488400000"
"November 21, 2016",1,"27.133490800000, -103.434484000000"
"November 21, 2016",1,"46.489231300000, 11.312138300000"
"November 21, 2016",1,"25.550547000000, 15.594826500000"
"November 21, 2016",1,"20.963816500000, 24.596916300000"
"November 21, 2016",1,"43.797679911978, 7.601406590430"
"November 20, 2016",1,"12.588165200000, 33.152276400000"
"November 20, 2016",2,"22.098552300000, 29.693934600000"
"November 20, 2016",1,"11.791145100000, 42.877495500000"
"November 20, 2016",2,"9.352104400000, 42.777371200000"
"November 20, 2016",5,"19.615387300000, 33.265879800000"
"November 20, 2016",2,"15.501534100000, 32.502556100000"
"November 20, 2016",1,"-3.398143100000, 36.642193200000"
"November 19, 2016",1,"-19.362644600000, -68.982765000000"
"November 19, 2016",1,"14.543877000000, 39.388957600000"
"November 19, 2016",1,"17.502790100000, 38.526220100000"
"November 19, 2016",1,"15.350333700000, 32.437494900000"
"November 19, 2016",2,"14.031672200000, 35.341772300000"
"November 19, 2016",1,"23.285107000000, 31.520455700000"
"November 18, 2016",9,"37.347060700000, 27.184556100000"
"November 18, 2016",5,"27.715087300000, -99.907901900000"
"November 18, 2016",1,"15.350333700000, 32.437494900000"
"November 18, 2016",1,"9.548898100000, 44.029334600000"
"November 18, 2016",1,"17.183783300000, 34.610394700000"
"November 18, 2016",2,"14.031672200000, 35.341772300000"
"November 18, 2016",3,"17.692227100000, 33.976249200000"
"November 18, 2016",1,"23.285107000000, 31.520455700000"
"November 18, 2016",2,"17.183783300000, 34.610394700000"
"November 18, 2016",3,"17.692227100000, 33.976249200000"
"November 18, 2016",2,"18.957626300000, 29.951390200000"
"November 17, 2016",1,"18.268156600000, -95.896946100000"
"November 17, 2016",25,"34.253371600000, 14.498815300000"
"November 17, 2016",2,"20.785220600000, 23.845800300000"
"November 17, 2016",1,"17.183783300000, 34.610394700000"
"November 17, 2016",1,"31.965203600000, -113.011894500000"
"November 16, 2016",1,"46.099171300000, 10.774698800000"
"November 16, 2016",4,"40.649775600000, 24.651801300000"
"November 16, 2016",103,"34.253371600000, 14.498815300000"
"November 16, 2016",1,"31.965203600000, -113.011894500000"
"November 16, 2016",1,"31.965203600000, -113.011894500000"
"November 16, 2016",3,"14.383075200000, 33.461172600000"
"November 16, 2016",2,"15.501534100000, 32.502556100000"
"November 16, 2016",4,"20.963816500000, 24.596916300000"
"November 16, 2016",2,"23.285107000000, 31.520455700000"
"November 15, 2016",3,"20.964922300000, 92.213979900000"
"November 15, 2016",99,"34.253371600000, 14.498815300000"
"November 14, 2016",135,"34.253371600000, 14.498815300000"
"November 14, 2016",6,"34.253371600000, 14.498815300000"
"November 14, 2016",3,"34.253371600000, 14.498815300000"
"November 14, 2016",1,"19.355078400000, 32.647132400000"
"November 14, 2016",3,"11.934168400000, 36.864917900000"
"November 14, 2016",4,"22.041335800000, 26.625663100000"
"November 14, 2016",2,"14.383075200000, 33.461172600000"
"November 14, 2016",1,"17.692227100000, 33.976249200000"
"November 14, 2016",4,"23.459686000000, 30.665449400000"
"November 12, 2016",1,"27.453141600000, -99.614631900000"
"November 11, 2016",1,"18.140439600000, -93.451225600000"
"November 11, 2016",10,"19.525259500000, 33.297328800000"
"November 10, 2016",1,"9.951394700000, -84.116810900000"
"November 09, 2016",26,"34.253371600000, 14.498815300000"
"November 09, 2016",1,"31.965203600000, -113.011894500000"
"November 07, 2016",5,"20.964922300000, 92.213979900000"
"November 07, 2016",1,"14.031672200000, 35.341772300000"
"November 07, 2016",1,"15.501534100000, 32.502556100000"
"November 07, 2016",3,"20.963816500000, 24.596916300000"
"November 07, 2016",1,"27.117069100000, 30.988120200000"
"November 07, 2016",1,"12.917993200000, 33.195020000000"
"November 07, 2016",2,"21.947065400000, 31.150155400000"
"November 06, 2016",19,"25.358992700000, -79.719282700000"
"November 06, 2016",1,"32.763298800000, 14.313630800000"
"November 05, 2016",22,"34.253371600000, 14.498815300000"
"November 05, 2016",1,"34.253371600000, 14.498815300000"
"November 04, 2016",1,"27.453141600000, -99.614852500000"
"November 04, 2016",1,"37.724580500000, 26.677828300000"
"November 04, 2016",1,"31.965203600000, -113.011894500000"
"November 02, 2016",60,"-1.467401300000, 123.006260400000"
"November 02, 2016",128,"34.253371600000, 14.498815300000"
"November 01, 2016",111,"30.880495400000, 16.351669700000"
"November 01, 2016",2,"15.893138000000, 35.672195200000"
"October 31, 2016",1,"-21.017413100000, -68.943531300000"
"October 31, 2016",6,"27.734507500000, -97.406552800000"
"October 31, 2016",7,"27.066317100000, 14.333614500000"
"October 31, 2016",2,"27.066317100000, 14.333614500000"
"October 31, 2016",1,"32.747612252173, 12.492094121484"
"October 31, 2016",5,"19.484839112311, 26.702011000000"
"October 29, 2016",1,"37.285751100000, 42.199416300000"
"October 29, 2016",3,"34.253371600000, 14.498815300000"
"October 28, 2016",1,"27.053550700000, -109.441433700000"
"October 28, 2016",6,"34.253371600000, 14.498815300000"
"October 28, 2016",1,"32.263709986934, -105.430636975000"
"October 27, 2016",34,"34.253371600000, 14.498815300000"
"October 27, 2016",1,"31.965203600000, -113.011894500000"
"October 26, 2016",1,"50.951880300000, 1.833936700000"
"October 26, 2016",97,"32.955844000000, 13.227944400000"
"October 26, 2016",10,"34.253371600000, 14.498815300000"
"October 26, 2016",30,"34.253371600000, 14.498815300000"
"October 26, 2016",29,"34.253371600000, 14.498815300000"
"October 26, 2016",10,"34.253371600000, 14.498815300000"
"October 26, 2016",10,"34.253371600000, 14.498815300000"
"October 25, 2016",29,"30.880495400000, 16.351669700000"
"October 25, 2016",1,"37.343939900000, 14.111439900000"
"October 25, 2016",1,"31.965203600000, -113.011894500000"
"October 24, 2016",2,"24.215586000000, -99.433269900000"
"October 24, 2016",1,"31.965203600000, -113.011894500000"
"October 23, 2016",44,"23.458680200000, -105.501573700000"
"October 23, 2016",1,"28.662178500000, -100.576484400000"
"October 23, 2016",1,"43.438277900000, 6.469109200000"
"October 22, 2016",1,"24.215586000000, -99.433269900000"
"October 22, 2016",1,"34.253371600000, 14.498815300000"
"October 22, 2016",30,"34.253371600000, 14.498815300000"
"October 22, 2016",1,"19.402255200000, 27.905378900000"
"October 22, 2016",1,"31.965203600000, -113.011894500000"
"October 21, 2016",1,"18.920254500000, -98.134724400000"
"October 21, 2016",1,"34.253371600000, 14.498815300000"
"October 21, 2016",3,"34.253371600000, 14.498815300000"
"October 21, 2016",13,"34.253371600000, 14.498815300000"
"October 21, 2016",14,"34.253371600000, 14.498815300000"
"October 21, 2016",14,"11.961817100000, 43.296434100000"
"October 20, 2016",2,"14.031672200000, 35.341772300000"
"October 20, 2016",30,"23.285107000000, 31.520455700000"
"October 20, 2016",6,"23.248841300000, 19.724216100000"
"October 20, 2016",1,"9.312848600000, 42.100639100000"
"October 20, 2016",3,"15.455814400000, 36.378757100000"
"October 20, 2016",1,"9.312848600000, 42.100639100000"
"October 20, 2016",6,"12.917993200000, 33.195020000000"
"October 20, 2016",5,"27.180160300000, 31.153529700000"
"October 20, 2016",2,"15.501534100000, 32.502556100000"
"October 20, 2016",12,"23.285107000000, 31.520455700000"
"October 20, 2016",5,"12.601127000000, 37.438938500000"
"October 20, 2016",1,"-9.310322700000, 32.752266000000"
"October 20, 2016",2,"25.694896700000, 32.624478000000"
"October 20, 2016",1,"-5.044899700000, 32.064499800000"
"October 20, 2016",1,"9.557510200000, 41.811330600000"
"October 19, 2016",9,"33.102551800000, 13.130846500000"
"October 19, 2016",1,"28.691352900000, -100.574861400000"
"October 19, 2016",1,"16.089042200000, -93.774371000000"
"October 19, 2016",1,"33.024950500000, -115.845024500000"
"October 19, 2016",3,"14.031672200000, 35.341772300000"
"October 19, 2016",1,"31.965203600000, -113.011894500000"
"October 19, 2016",6,"15.501534100000, 32.502556100000"
"October 19, 2016",2,"17.692227100000, 33.976249200000"
"October 19, 2016",2,"13.859406900000, 33.085327300000"
"October 19, 2016",2,"23.459686000000, 30.665449400000"
"October 18, 2016",1,"50.529873600000, 2.626163000000"
"October 18, 2016",1,"23.273557300000, -81.248220000000"
"October 18, 2016",1,"51.101895200000, 0.983391600000"
"October 18, 2016",1,"9.312848600000, 42.100639100000"
"October 18, 2016",1,"10.432537300000, 44.994641500000"
"October 18, 2016",1,"23.285107000000, 31.520455700000"
"October 18, 2016",1,"8.406657900000, 48.471357700000"
"October 16, 2016",5,"20.794832300000, 30.338294400000"
"October 15, 2016",1,"15.111552600000, 36.230819000000"
"October 15, 2016",1,"14.873133900000, 38.155581900000"
"October 15, 2016",1,"17.702562300000, 38.363039100000"
"October 14, 2016",1,"50.951880300000, 1.833936700000"
"October 14, 2016",1,"20.129511000000, -104.468201400000"
"October 14, 2016",17,"38.960724200000, 10.904485400000"
"October 14, 2016",1,"31.965203600000, -113.011894500000"
"October 14, 2016",1,"31.965203600000, -113.011894500000"
"October 14, 2016",1,"31.965203600000, -113.011894500000"
"October 14, 2016",1,"31.965203600000, -113.011894500000"
"October 14, 2016",1,"19.525259500000, 33.297328800000"
"October 14, 2016",1,"21.906769500000, 30.822252900000"
"October 14, 2016",2,"17.692227100000, 33.976249200000"
"October 14, 2016",2,"21.906769500000, 30.822252900000"
"October 12, 2016",1,"27.133490800000, -103.434484000000"
"October 12, 2016",1,"41.344216100000, 26.099691600000"
"October 12, 2016",4,"35.895384600000, -5.334817200000"
"October 12, 2016",1,"31.965203600000, -113.011894500000"
"October 12, 2016",1,"1.198356800000, -77.269367000000"
"October 11, 2016",1,"28.661141800000, -100.569016600000"
"October 10, 2016",1,"31.965203600000, -113.011894500000"
"October 10, 2016",1,"31.965203600000, -113.011894500000"
"October 10, 2016",1,"9.557510200000, 41.811330600000"
"October 10, 2016",30,"12.052156400000, 24.874462400000"
"October 10, 2016",6,"30.272374300000, 19.074105200000"
"October 10, 2016",5,"12.994478700000, 36.182405400000"
"October 10, 2016",3,"31.224091900000, 29.884850000000"
"October 10, 2016",6,"11.580677900000, 37.310383100000"
"October 10, 2016",2,"12.966649600000, 36.111394100000"
"October 10, 2016",2,"17.583973500000, 33.950157000000"
"October 09, 2016",1,"50.951880300000, 1.833936700000"
"October 09, 2016",1,"15.678887600000, -93.230549400000"
"October 09, 2016",1,"43.801170700000, 7.592028400000"
"October 09, 2016",2,"32.955797400000, 12.058880000000"
"October 06, 2016",1,"37.843869900000, 27.242286000000"
"October 06, 2016",1,"31.965203600000, -113.011894500000"
"October 05, 2016",3,"32.955797400000, 12.058880000000"
"October 05, 2016",10,"11.961817100000, 43.296434100000"
"October 04, 2016",0,"18.268156600000, -95.896946100000"
"October 04, 2016",6,"18.268156600000, -95.896946100000"
"October 04, 2016",28,"34.253371600000, 14.498815300000"
"October 03, 2016",11,"32.885643000000, 13.678685600000"
"October 03, 2016",10,"32.727987400000, 15.068537300000"
"October 03, 2016",30,"32.878302000000, 12.386814500000"
"October 03, 2016",1,"37.599864200000, 26.029615800000"
"October 03, 2016",1,"9.352104400000, 42.777371200000"
"October 03, 2016",1,"13.627617000000, 25.310526900000"
"October 03, 2016",1,"32.928427400000, 12.044630400000"
"October 02, 2016",1,"31.965203600000, -113.011894500000"
"October 02, 2016",1,"28.744368162990, -100.468965674900"
"October 01, 2016",7,"-12.594429500000, 38.794922000000"
"September 30, 2016",1,"7.781119400000, -77.932556400000"
"September 30, 2016",1,"31.965203600000, -113.011894500000"
"September 30, 2016",1,"32.887209400000, 13.191338300000"
"September 30, 2016",5,"32.451679657525, 14.591612250000"
"September 30, 2016",1,"27.104462568818, 14.823972987500"
"September 29, 2016",27,"37.031906900000, 27.421418000000"
"September 29, 2016",14,"27.379181800000, 58.537527200000"
"September 28, 2016",18,"32.096425800000, 23.920516700000"
"September 28, 2016",1,"27.133490800000, -103.434484000000"
"September 27, 2016",1,"31.965203600000, -113.011894500000"
"September 24, 2016",1,"27.133490800000, -103.434484000000"
"September 24, 2016",1,"50.951880300000, 1.833936700000"
"September 23, 2016",1,"15.359741600000, 49.706400100000"
"September 23, 2016",1,"31.965203600000, -113.011894500000"
"September 23, 2016",1,"-0.459103400000, 39.631075800000"
"September 23, 2016",1,"2.776983200000, 45.499266400000"
"September 23, 2016",1,"-0.354097600000, 42.527818400000"
"September 22, 2016",1,"31.965203600000, -113.011894500000"
"September 22, 2016",1,"31.965203600000, -113.011894500000"
"September 21, 2016",1,"18.268156600000, -95.896946100000"
"September 21, 2016",1,"21.668882700000, 39.153842500000"
"September 21, 2016",20,"24.713256300000, -81.119485200000"
"September 21, 2016",1,"11.197166100000, -85.514037700000"
"September 21, 2016",1,"11.097036200000, -85.683011600000"
"September 21, 2016",288,"31.473281800000, 30.323640200000"
"September 21, 2016",7,"19.402255200000, 27.905378900000"
"September 21, 2016",1,"31.965203600000, -113.011894500000"
"September 20, 2016",1,"37.162570000000, 9.121454400000"
"September 20, 2016",1,"31.965203600000, -113.011894500000"
"September 20, 2016",1,"31.965203600000, -113.011894500000"
"September 20, 2016",1,"31.965203600000, -113.011894500000"
"September 20, 2016",2,"14.031672200000, 35.341772300000"
"September 20, 2016",3,"29.500153200000, 33.997908800000"
"September 20, 2016",1,"-9.309564800000, 32.768947900000"
"September 19, 2016",1,"38.249009200000, 21.710586400000"
"September 19, 2016",1,"28.637673500000, -100.528216300000"
"September 19, 2016",2,"15.501534100000, 32.502556100000"
"September 19, 2016",2,"14.031672200000, 35.341772300000"
"September 19, 2016",1,"15.455814400000, 36.378757100000"
"September 19, 2016",2,"21.906769500000, 30.822252900000"
"September 19, 2016",1,"17.692227100000, 33.976249200000"
"September 19, 2016",25,"27.715087300000, -99.907901900000"
"September 19, 2016",1,"31.965203600000, -113.011894500000"
"September 17, 2016",1,"31.965203600000, -113.011894500000"
"September 17, 2016",1,"12.556153900000, 37.413339500000"
"September 16, 2016",8,"8.697457600000, -77.311269500000"
"September 16, 2016",1,"50.951880300000, 1.833936700000"
"September 16, 2016",1,"27.792175400000, -99.870759400000"
"September 16, 2016",2,"9.548898100000, 44.029334600000"
"September 15, 2016",1,"38.960724200000, 10.904485400000"
"September 15, 2016",1,"11.149609200000, 42.699289700000"
"September 14, 2016",5,"33.368631500000, 12.111977800000"
"September 14, 2016",1,"31.965203600000, -113.011894500000"
"September 13, 2016",1,"31.965203600000, -113.011894500000"
"September 13, 2016",1,"31.965203600000, -113.011894500000"
"September 12, 2016",1,"7.781119400000, -77.932556400000"
"September 12, 2016",1,"31.965203600000, -113.011894500000"
"September 12, 2016",1,"31.965203600000, -113.011894500000"
"September 11, 2016",1,"27.133490800000, -103.434484000000"
"September 11, 2016",6,"43.808594700000, 22.904275000000"
"September 11, 2016",1,"31.965203600000, -113.011894500000"
"September 10, 2016",1,"27.453141600000, -99.614852500000"
"September 10, 2016",1,"37.261167000000, -6.955912500000"
"September 09, 2016",1,"23.459686000000, 30.665449400000"
"September 09, 2016",1,"30.543372500000, 31.577752900000"
"September 08, 2016",1,"16.355192100000, -94.191749400000"
"September 08, 2016",2,"8.576006700000, -77.516048300000"
"September 08, 2016",1,"27.453141600000, -99.614852500000"
"September 07, 2016",4,"32.802807600000, 12.702760600000"
"September 07, 2016",1,"31.965203600000, -113.011894500000"
"September 07, 2016",1,"31.965203600000, -113.011894500000"
"September 06, 2016",1,"43.801315700000, 7.457541700000"
"September 06, 2016",1,"31.965203600000, -113.011894500000"
"September 05, 2016",7,"38.960724200000, 10.904485400000"
"September 05, 2016",1,"38.960724200000, 10.904485400000"
"September 05, 2016",7,"38.960724200000, 10.904485400000"
"September 05, 2016",5,"32.804517100000, 12.539645100000"
"September 03, 2016",1,"27.133490800000, -103.434484000000"
"September 03, 2016",1,"31.763625400000, -106.369565200000"
"September 03, 2016",1,"35.221091100000, -119.634285300000"
"September 02, 2016",3,"37.093073700000, 11.861018900000"
"September 02, 2016",3,"7.514102000000, -77.992193600000"
"September 02, 2016",1,"30.722230900000, -112.176712400000"
"September 02, 2016",1,"31.965203600000, -113.011894500000"
"September 02, 2016",1,"31.965203600000, -113.011894500000"
"September 02, 2016",2,"19.402255200000, 27.905378900000"
"September 01, 2016",1,"38.960724200000, 10.904485400000"
"September 01, 2016",1,"27.066317100000, 14.333614500000"
"September 01, 2016",1,"32.791230800000, 12.826516100000"
"September 01, 2016",1,"27.066317100000, 14.333614500000"
"August 31, 2016",6,"24.215586000000, -99.433269900000"
"August 31, 2016",3,"38.960724200000, 10.904485400000"
"August 31, 2016",1,"38.960724200000, 10.904485400000"
"August 31, 2016",5,"32.801881754208, 12.449522100000"
"August 31, 2016",7,"21.826210546278, 10.806275375000"
"August 31, 2016",10,"26.767515011566, 15.382627875000"
"August 30, 2016",1,"31.965203600000, -113.011894500000"
"August 30, 2016",2,"19.402255200000, 27.905378900000"
"August 29, 2016",1,"28.637673500000, -100.528216300000"
"August 29, 2016",3,"-13.249505500000, 27.620817300000"
"August 29, 2016",2,"37.093073700000, 11.861018900000"
"August 28, 2016",1,"20.412953600000, -100.004381400000"
"August 28, 2016",1,"18.268156600000, -95.896946100000"
"August 27, 2016",1,"7.781119400000, -77.932556400000"
"August 27, 2016",1,"31.965203600000, -113.011894500000"
"August 26, 2016",1,"27.133490800000, -103.434484000000"
"August 26, 2016",1,"36.745269700000, -3.281736600000"
"August 26, 2016",1,"31.623801700000, -111.062767900000"
"August 26, 2016",1,"31.965203600000, -113.011894500000"
"August 25, 2016",1,"38.960724200000, 10.904485400000"
"August 24, 2016",1,"43.286878700000, 21.901946100000"
"August 24, 2016",1,"31.965203600000, -113.011894500000"
"August 23, 2016",7,"35.932805800000, -5.646866100000"
"August 23, 2016",1,"32.576464500000, 36.049286500000"
"August 23, 2016",1,"31.965203600000, -113.011894500000"
"August 22, 2016",1,"26.149066500000, -97.690653400000"
"August 22, 2016",1,"50.951880300000, 1.833936700000"
"August 21, 2016",3,"38.344648300000, 26.048123200000"
"August 21, 2016",1,"-9.586700700000, 34.375621000000"
"August 21, 2016",1,"0.901464500000, 41.092337900000"
"August 21, 2016",1,"31.965203600000, -113.011894500000"
"August 20, 2016",1,"7.781119400000, -77.932556400000"
"August 20, 2016",1,"-12.287285800000, 27.743855700000"
"August 20, 2016",3,"-11.662239600000, 39.550451800000"
"August 19, 2016",1,"1.214007500000, -77.291107200000"
"August 19, 2016",2,"17.692227100000, 33.976249200000"
"August 19, 2016",1,"14.031672200000, 35.341772300000"
"August 19, 2016",2,"23.285107000000, 31.520455700000"
"August 18, 2016",7,"32.834477600000, 12.384084800000"
"August 18, 2016",3,"30.408045400000, 31.560531000000"
"August 18, 2016",8,"23.459686000000, 30.665449400000"
"August 17, 2016",3,"22.123504400000, -101.026109800000"
"August 17, 2016",1,"36.527403700000, -6.334261800000"
"August 17, 2016",1,"9.508089800000, 49.077054100000"
"August 17, 2016",7,"17.692227100000, 33.976249200000"
"August 16, 2016",1,"35.232549500000, -100.599855800000"
"August 15, 2016",1,"36.725051000000, -3.737953800000"
"August 15, 2016",1,"0.644667300000, -77.975427000000"
"August 15, 2016",1,"32.795698200000, 12.708749300000"
"August 15, 2016",3,"32.857907700000, 12.377552000000"
"August 15, 2016",2,"17.149754800000, 34.732256100000"
"August 15, 2016",2,"20.417288700000, 32.560868200000"
"August 14, 2016",2,"19.402255200000, 27.905378900000"
"August 14, 2016",1,"9.352104400000, 42.777371200000"
"August 13, 2016",1,"24.215586000000, -99.433269900000"
"August 13, 2016",2,"14.031672200000, 35.341772300000"
"August 13, 2016",2,"17.692227100000, 33.976249200000"
"August 12, 2016",1,"20.497240100000, -99.482699700000"
"August 11, 2016",6,"7.781119400000, -77.932556400000"
"August 11, 2016",9,"35.895384600000, -5.334817200000"
"August 11, 2016",1,"23.285107000000, 31.520455700000"
"August 11, 2016",2,"15.919012100000, 35.950809500000"
"August 11, 2016",1,"17.183783300000, 34.610394700000"
"August 10, 2016",1,"26.376354000000, -98.383347700000"
"August 10, 2016",1,"26.376354000000, -98.383347700000"
"August 10, 2016",1,"27.785656700000, -99.880083200000"
"August 09, 2016",1,"31.965203600000, -113.011894500000"
"August 08, 2016",1,"24.215586000000, -99.433269900000"
"August 08, 2016",1,"29.789837100000, -101.502616500000"
"August 08, 2016",1,"26.376354000000, -98.383347700000"
"August 08, 2016",1,"32.795698200000, 12.708749300000"
"August 08, 2016",1,"31.965203600000, -113.011894500000"
"August 08, 2016",1,"31.965203600000, -113.011894500000"
"August 07, 2016",1,"24.215586000000, -99.433269900000"
"August 07, 2016",1,"28.637673500000, -100.528216300000"
"August 07, 2016",1,"31.965203600000, -113.011894500000"
"August 06, 2016",1,"31.364308700000, -110.968139500000"
"August 06, 2016",1,"31.965203600000, -113.011894500000"
"August 06, 2016",1,"31.965203600000, -113.011894500000"
"August 06, 2016",1,"31.965203600000, -113.011894500000"
"August 04, 2016",1,"24.022718500000, -103.172343500000"
"August 04, 2016",3,"19.525259500000, 33.297328800000"
"August 04, 2016",1,"31.965203600000, -113.011894500000"
"August 03, 2016",2,"11.188704600000, -85.490875000000"
"August 03, 2016",2,"14.065556600000, -87.210592000000"
"August 02, 2016",21,"32.814694900000, 12.880910500000"
"August 01, 2016",8,"11.228555400000, -85.608110100000"
"August 01, 2016",1,"32.630888500000, -116.948898000000"
"August 01, 2016",1,"26.510162900000, -99.026246300000"
"August 01, 2016",1,"25.707528900000, -100.323337600000"
"August 01, 2016",1,"25.706926400000, -100.326399600000"
"August 01, 2016",6,"19.525259500000, 33.297328800000"
"August 01, 2016",6,"23.459686000000, 30.665449400000"
"August 01, 2016",1,"31.965203600000, -113.011894500000"
"August 01, 2016",1,"31.965203600000, -113.011894500000"
"August 01, 2016",3,"27.066317100000, 14.333614500000"
"August 01, 2016",1,"27.066317100000, 14.333614500000"
"August 01, 2016",5,"27.066317100000, 14.333614500000"
"August 01, 2016",7,"27.349939100000, 9.736672900000"
"August 01, 2016",1,"27.066317100000, 14.333614500000"
"August 01, 2016",5,"32.791230800000, 12.826516100000"
"July 31, 2016",1,"33.416533100000, 16.230191400000"
"July 31, 2016",4,"33.416533100000, 16.230191400000"
"July 31, 2016",120,"32.809482300000, 12.394473800000"
"July 31, 2016",1,"31.965203600000, -113.011894500000"
"July 31, 2016",1,"31.965203600000, -113.011894500000"
